system_id,reference_energy,get_energy,adsorp_energy
random2084099,-137.82129287,-137.51713605,0.3041568200000029
random550519,-433.93479305,-434.52741313,-0.5926200800000174
random853264,-456.27122177,-456.0250073,0.24621446999998398
random1411166,-642.81291553,-642.53674252,0.2761730100000932
random971561,-122.30279057,-121.5734628,0.7293277699999976
random1225189,-451.21293631,-451.45236987,-0.23943356000000904
random348193,-152.28874105,-152.86597491,-0.5772338600000069
random2010333,-510.32825278,-511.05012408,-0.7218712999999752
random1309180,-309.99056782,-310.97013127,-0.9795634500000006
random1536724,-460.18746742,-460.78655736,-0.5990899399999989
random581741,-904.22161922,-904.0308416,0.1907776199999489
random174543,-202.80251256,-203.06681545,-0.2643028900000104
random1378228,-243.55815273,-243.72747512,-0.16932239000001914
random196814,-227.14566727,-227.06756875,0.0780985199999975
random1448331,-341.16894811,-341.79990421,-0.6309561000000485
random2129790,-499.28964399,-499.47738014,-0.1877361499999779
random2284670,-132.98688161,-132.43318739,0.5536942200000112
random1019244,-184.49394605,-183.89132247,0.6026235799999995
random282542,-286.16827727,-285.58584301,0.5824342599999568
random1343568,-95.10065632,-96.80778223,-1.707125910000002
random941423,-153.49312514,-153.69868785,-0.20556271000000947
random416197,-435.1276433,-435.48824249,-0.3605991900000163
random1545327,-387.12154465,-387.78249143,-0.6609467800000175
random497960,-39.34545108,-39.66799456,-0.3225434800000002
random978522,-159.33797567,-159.68962937,-0.35165370000001417
random13579,-224.33017886,-224.55328354,-0.22310468000000583
random960634,-52.135350030000005,-51.63769063,0.4976594000000034
random788370,-967.93624785,-967.22113273,0.7151151199999504
random536943,-128.79163789999998,-128.46362085,0.3280170499999713
random368286,-64.71496026,-63.59747915,1.11748111
random1944578,-323.84657422,-323.6394276,0.20714662000000317
random2352036,-1066.32670462,-1066.67400567,-0.3473010499999418
random2210160,-536.7643368700001,-537.38877487,-0.624437999999941
random5281,-337.06969172,-337.5950234,-0.5253316800000221
random900474,-265.32630211,-265.32789384,-0.0015917300000296564
random1069765,-166.2279955,-165.17287611,1.0551193899999873
random952795,-383.28764801,-382.95702782,0.33062018999999054
random2029687,-560.20759625,-560.33274234,-0.12514608999993015
random217313,-327.8798219,-328.09271305,-0.21289114999996173
random1988554,-482.81695397,-483.21234995,-0.3953959799999893
random2333019,-323.24476065,-324.03310895,-0.7883482999999956
random1210711,-880.56258026,-881.7359105,-1.1733302400000412
random1479668,-320.72744387,-320.49306118,0.2343826900000181
random1851550,-195.68368153,-195.6669249,0.01675663000000327
random1670051,-500.46747221,-501.03872426,-0.5712520499999982
random1425487,-585.05026544,-585.32412705,-0.27386161000003995
random1899358,-306.69967389,-306.83941228,-0.1397383899999909
random245382,-70.48415656,-69.92227962,0.5618769400000048
random50884,-102.17516613,-102.7338477,-0.5586815700000045
random888471,-312.03672282,-312.82663141,-0.7899085899999818
random57248,-63.96854699,-63.69603004,0.27251695000000353
random1437878,-189.73485177,-189.64276179,0.09208997999999724
random1227127,-165.27431112,-165.18592996,0.08838115999998308
random497465,-438.45858328,-439.23029943,-0.7717161499999747
random1202717,-114.03408271,-115.24569371,-1.2116109999999907
random1398839,-366.03017189,-366.52043502,-0.4902631299999598
random1091980,-233.76970093,-232.71636781,1.0533331199999907
random1815402,-404.26179969,-405.0170508,-0.7552511100000174
random596052,-410.79675411,-411.36173563,-0.5649815200000035
random889684,-77.80691618,-78.22864911,-0.42173293000000456
random191430,-381.26400735,-380.73365902,0.5303483299999812
random1920480,-317.57404839,-317.74212499,-0.16807660000000624
random1390667,-463.07809855,-462.4775373,0.6005612499999984
random1876604,-211.31543308,-211.72881563,-0.4133825500000228
random767694,-240.74757173,-240.54660036,0.20097136999999066
random1181565,-98.2414369,-98.49971327,-0.25827637000000436
random1810626,-336.14372405999995,-335.80202356,0.3417004999999449
random1253173,-88.65239273,-88.19344028,0.4589524499999982
random1418133,-240.12560888,-239.59203553,0.5335733499999833
random2248216,-134.46040575,-134.25531545,0.20509029999999484
random790331,-921.21460946,-921.7665194,-0.5519099399999732
random2001423,-232.65554944,-232.49836242,0.15718701999998075
random1067776,-308.28604109,-308.99348439,-0.7074432999999658
random1223745,-152.85985304,-153.57266287,-0.7128098299999976
random2333552,-324.15399286,-323.79166555,0.36232731000001195
random17743,-67.74338405,-67.4623245,0.28105955000000904
random865443,-397.9468801,-398.04377655,-0.09689645000003111
random717954,-431.71433052,-431.89418163,-0.17985111000001552
random219938,-362.28655364,-362.31340877,-0.02685513000000128
random2307130,-239.81393219,-240.29852404,-0.48459184999998683
random1587353,-396.483333,-396.70986959,-0.2265365899999665
random1573454,-112.9254856,-112.23549906,0.6899865400000067
random1162257,-505.51153172,-505.72148989,-0.20995816999999306
random315945,-257.66654179,-257.65996572,0.006576069999994161
random1865141,-77.93875005,-77.96002654,-0.02127649000000531
random156304,-269.25295221,-270.31333449,-1.060382279999999
random1547787,-164.88579649,-164.6459315,0.23986499000000094
random1595491,-1005.58473486,-1006.7043996,-1.119664739999962
random2252681,-124.89528133,-124.67440863,0.22087270000000103
random1762811,-30.73583416,-30.02473403,0.7111001299999984
random378033,-400.27990272,-400.08508034,0.19482238000000507
random2253261,-160.99667434,-158.77472987,2.221944470000011
random960729,-964.08306016,-964.49579686,-0.4127367000000959
random1091438,-526.76085447,-527.05994919,-0.29909471999997095
random579595,-225.96920994,-226.02986101,-0.06065106999997738
random1662566,-541.30107449,-541.29653094,0.004543549999993957
random1792820,-303.08882534,-302.83787192,0.2509534200000303
random591699,-435.07437431,-435.66382103,-0.5894467200000122
random913197,-101.71011029,-98.67294033,3.03716996
random872226,-229.20028405,-228.76150111,0.43878293999998164
random2038053,-327.43429729,-327.44810194,-0.01380464999999731
random469484,-94.30467165,-94.0975337,0.20713795000000346
random915787,-67.8853948,-67.42057939,0.46481540999999993
random1838094,-1720.82666638,-1720.45813941,0.36852696999994805
random1965338,-100.56978731,-100.13381426,0.4359730500000012
random2161708,-277.53752741999995,-277.50897478,0.028552639999929852
random2374407,-227.19591924,-228.01666245,-0.8207432100000176
random78060,-659.59726716,-660.4046651,-0.8073979399999871
random185577,-332.91877129,-333.41503529,-0.4962639999999965
random2398153,-298.17061383,-298.84285814,-0.6722443099999964
random178716,-361.22214195,-361.63448791,-0.41234596000003876
random1173711,-537.2582144400001,-537.5314064,-0.2731919599999628
random1046219,-66.83372959,-66.56971365,0.2640159400000073
random720293,-571.75225938,-572.03990905,-0.2876496699999507
random1400705,-466.28220616,-466.19935789,0.0828482699999995
random2138929,-135.46655111,-136.4216731,-0.9551219899999808
random834250,-552.33099469,-552.52376425,-0.1927695599999879
random1015680,-443.08648599,-443.08601851,0.0004674800000543655
random2170350,-1380.23178921,-1380.20606522,0.025723989999960395
random2275030,-11.98284455,-11.89926507,0.08357947999999915
random2018422,-144.80835162,-144.69830162,0.11005000000000109
random479042,-641.9661008400001,-642.73617681,-0.7700759699998798
random2374952,-136.79696715,-135.99725581,0.7997113399999876
random914571,-737.02047572,-737.65021618,-0.6297404599999936
random2285985,-797.41881859,-798.33338698,-0.9145683899999995
random1968486,-165.49392255,-165.40825879,0.08566376000001696
random827218,-357.62544655,-358.62272313,-0.9972765800000047
random450396,-1097.12775564,-1096.70360812,0.4241475200001332
random818748,-288.27018209,-287.94848512,0.32169697000000497
random324158,-212.37998194,-211.60180964,0.7781722999999943
random670023,-16.43196968,-15.93799823,0.49397145000000187
random1518012,-242.50030146,-242.98976464,-0.48946318000000133
random1352617,-76.41960529,-74.72704483,1.69256046000001
random1611228,-9.20474176,-9.09800517,0.1067365899999988
random1800939,-37.04467563,-36.93881169,0.10586393999999899
random1111042,-171.67434395,-171.64897667,0.02536728000001176
random2057563,-99.49791299,-99.53213325,-0.03422025999999789
random562795,-167.62889244000002,-166.9456824,0.6832100400000058
random1020982,-65.80313139,-63.71366143,2.0894699600000024
random2487729,-432.70741359,-432.51211969,0.19529389999996738
random1425782,-66.87265015,-66.60643821,0.26621194000000514
random1748025,-540.26259495,-540.95974391,-0.6971489600000496
random1854635,-907.76730835,-908.29601713,-0.5287087799999881
random674439,-395.49830349,-395.87831059,-0.38000710000000026
random2269460,-16.12662312,-15.52266373,0.6039593900000018
random1291373,-360.65967603,-360.32641698,0.33325905000003786
random484418,-488.09525939,-488.33802911,-0.24276971999995567
random1777584,-435.13675733,-436.14384436,-1.0070870299999797
random781082,-579.24683769,-579.45186115,-0.2050234600000067
random1437856,-1236.95862049,-1237.66381351,-0.7051930200000243
random1417157,-332.41811822,-330.48426069,1.9338575300000116
random1092307,-107.31573133,-107.01012889,0.30560244000000125
random1588064,-106.9837089,-106.27996519,0.7037437099999977
random228291,-78.5704937,-78.89473519,-0.3242414900000057
random439080,-641.80398438,-643.90519495,-2.1012105700000347
random1320648,-388.69009053,-388.10246054,0.587629990000039
random1835576,-372.03200115,-372.41764759,-0.38564644000001636
random491819,-28.8228951,-28.75650322,0.06639188000000118
random722096,-523.96208019,-523.81829204,0.14378815000009126
random1264355,-111.2838093,-110.55023397,0.7335753300000079
random1438166,-741.25064062,-741.4563546,-0.20571398000004137
random1732675,-296.94487149,-298.17466338,-1.2297918900000013
random2367562,-318.201065,-318.07798183,0.12308317000002944
random76151,-352.25128887999995,-351.31406604,0.9372228399999472
random594756,-330.83477689999995,-330.34103806,0.49373883999993495
random805546,-690.94014988,-691.69314034,-0.7529904599999782
random67785,-492.86406994,-493.17692413,-0.3128541899999959
random132373,-98.87552658,-99.05156643,-0.1760398499999951
random1194100,-363.66048896,-363.86493457,-0.2044456099999934
random144933,-112.78746845,-112.9544881,-0.1670196500000003
random284705,-523.52640596,-523.47424966,0.05215629999997873
random1231463,-492.52050705,-491.63321731,0.8872897399999715
random250937,-215.25956609,-215.48566207,-0.22609597999999664
random768456,-183.32819474,-184.15679224,-0.8285975000000008
random1768535,-503.4573442,-504.26374271,-0.8063985099999513
random1431121,-22.74710911,-22.74075093,0.006358179999999436
random1803676,-127.21556565,-127.01131271,0.2042529400000035
random2390729,-443.24443885,-444.13559969,-0.8911608399999977
random1614852,-207.85812742,-207.49844542,0.3596819999999923
random1475174,-967.35855335,-968.17066819,-0.8121148400000493
random2160320,-537.89802932,-537.60222373,0.2958055899999863
random1298174,-530.39047643,-530.07999121,0.3104852200000323
random836068,-11.89794165,-11.79934749,0.09859415999999932
random1105332,-335.49671626,-336.5696208,-1.0729045399999677
random465253,-75.4390753,-74.90759803,0.5314772699999963
random890873,-169.47332536,-169.24250589,0.23081947000000014
random657497,-114.76246455,-113.94448621,0.8179783400000105
random1572807,-225.09413214,-224.57296401,0.5211681300000066
random706509,-229.94819718,-230.12125884,-0.1730616600000019
random1138188,-200.97725098,-200.50014965,0.47710133000001065
random655314,-165.75856136000002,-166.00086528,-0.24230391999998346
random793755,-531.98674967,-532.99076422,-1.0040145499999653
random1847643,-258.63013689,-259.52956471,-0.8994278199999712
random2419632,-96.2346336,-95.99185393,0.24277966999999023
random877477,-165.37128384,-166.46421915,-1.0929353100000014
random682247,-94.90486333,-94.84723597,0.05762735999999791
random2285818,-417.95886778,-417.57089181,0.3879759700000136
random1407977,-95.35976773,-95.15766477,0.20210296000000483
random1012095,-302.45014366,-302.6612571,-0.21111344000001964
random487006,-136.71125714,-135.86426388,0.8469932599999765
random1336357,-189.91001724,-189.92738824,-0.01737099999999714
random2378038,-104.17443361,-103.04477712,1.129656489999988
random612253,-605.43846255,-605.10073391,0.337728640000023
random483671,-274.25314396,-274.49914011,-0.2459961499999963
random1314927,-600.2095557,-600.95755727,-0.7480015700000422
random1567758,-133.02558976,-132.19780449,0.8277852699999926
random1953840,-113.92963373,-114.61922283,-0.6895890999999921
random118286,-158.43305117,-156.83811015,1.5949410199999932
random740673,-717.38736079,-717.48913886,-0.10177807000002304
random1063138,-656.85617,-656.57119468,0.28497532000005776
random2255173,-443.91552855,-444.19048599,-0.27495744000003697
random1919012,-552.0145374800001,-551.51253499,0.502002490000109
random1421260,-686.44754572,-686.65726554,-0.2097198200000321
random1638035,-387.74391331,-386.9211219,0.8227914099999794
random2163710,-180.61213109,-180.63360862,-0.021477529999998524
random476986,-518.2283,-519.01250314,-0.7842031400000451
random1146385,-250.44825259,-249.43522779,1.0130248000000108
random903547,-593.69313271,-594.22983104,-0.5366983300000356
random902036,-661.04016054,-661.74736067,-0.7072001300000466
random2464124,-347.60030831,-348.00391251,-0.40360420000001795
random1915749,-692.18886304,-692.13634412,0.05251892000001135
random1642412,-743.6345987000001,-744.12814594,-0.49354723999988437
random1490666,-60.52032959,-60.27863452,0.24169507000000579
random1428098,-292.84727074999995,-292.98660189,-0.13933114000002433
random1002889,-677.12824158,-677.35284679,-0.22460520999993605
random1930528,-351.90918272,-352.30909736,-0.39991464000001997
random1784859,-982.23894972,-983.22371288,-0.9847631599999431
random1757259,-668.2520680900001,-668.16935287,0.08271522000006826
random748547,-175.98300728,-176.58696347,-0.603956189999991
random621779,-458.26572411,-458.2144225,0.05130160999999589
random2267450,-105.54760757,-105.05953404,0.4880735299999941
random1405754,-98.64357946,-98.62578202,0.01779743999999539
random632992,-702.9345279300001,-704.55666621,-1.6221382799999446
random527735,-15.685668799999998,-15.54632316,0.13934563999999838
random510377,-322.40364178,-322.93892111,-0.5352793300000371
random1932790,-105.03502104,-104.47480674,0.5602142999999984
random1561969,-887.04941249,-887.66695459,-0.617542100000037
random534486,-146.09640779,-145.72843707,0.3679707199999882
random1882801,-97.7170774,-96.7802598,0.9368175999999977
random1589850,-477.03873091,-476.58290096,0.4558299500000089
random658262,-488.89307173,-489.83646136,-0.9433896300000129
random1611478,-1786.78348321,-1786.89210422,-0.10862100999997892
random744025,-729.61013068,-729.08208911,0.5280415700000276
random2143849,-205.14106843,-203.11844731,2.0226211199999966
random691019,-820.98185312,-821.57697184,-0.5951187200000732
random397706,-258.07615466,-258.04539311,0.03076154999996561
random2186737,-97.30852848,-96.7809902,0.5275382800000017
random1695324,-328.65675152999995,-328.64847819,0.008273339999959717
random1813639,-251.37181382,-251.66459805,-0.2927842299999952
random1687897,-522.34179942,-522.30644269,0.03535672999998951
random2264221,-199.72021835,-197.75091593,1.9693024200000195
random900181,-403.93561641,-403.99387415,-0.058257739999987734
random762210,-425.96339415,-426.39280054,-0.4294063899999969
random166794,-119.9978771,-118.72800525,1.2698718500000012
random634625,-515.52719405,-515.94401396,-0.4168199099999583
random978266,-192.91286853,-194.03462985,-1.1217613199999903
random1960643,-432.45703205,-432.86380567,-0.4067736199999672
random1298058,-387.64905303,-388.2313607,-0.5823076699999774
random2152498,-266.06167909,-265.63697514,0.42470394999998007
random1446392,-367.26835991,-367.06604055,0.20231935999998996
random1999321,-207.63391884,-207.50025494,0.13366390000001616
random889000,-177.41040359000002,-176.85503274,0.5553708500000027
random2092659,-199.63935641,-200.26262563,-0.6232692199999974
random1238267,-290.31696266,-290.41995067,-0.10298800999999003
random656154,-252.59896774,-252.85718705,-0.258219309999987
random1216485,-1060.41681766,-1060.97922618,-0.5624085199999627
random636246,-52.55701553,-52.84512729,-0.2881117599999996
random2153631,-392.27175967,-393.11801782,-0.8462581499999828
random477857,-105.08066938,-104.55235553,0.5283138500000035
random792584,-522.12142357,-520.92023001,1.2011935600000925
random1993075,-752.22634937,-752.35733573,-0.13098636000006536
random2248478,-356.9048288,-357.36991682,-0.46508801999999605
random1410129,-558.65282761,-558.55795448,0.09487312999999631
random1735609,-374.902605,-374.21205339,0.69055161
random1289355,-496.29641531,-496.87464931,-0.578234000000009
random1575477,-235.37987255,-235.06547871,0.3143938399999797
random592904,-206.52545608,-206.11169456,0.41376152000000843
random1921388,-762.17273083,-762.85549013,-0.6827593000000434
random2103207,-610.22979477,-610.81169863,-0.5819038600000113
random1381360,-1293.4339444,-1294.00975128,-0.5758068800000729
random771900,-797.73720072,-798.47199181,-0.7347910899999306
random1600075,-568.08990093,-567.62272599,0.46717493999994986
random1495958,-313.99962011,-313.0663959,0.9332242100000485
random532019,-357.81995009,-357.93151023,-0.11156013999999459
random699460,-450.78949359,-448.76390056,2.025593029999982
random982228,-127.59283336,-126.92706309,0.6657702699999959
random1459432,-397.3135886,-396.96134324,0.3522453599999835
random520628,-423.43820899,-424.45601736,-1.0178083699999547
random2019673,-88.67825514,-88.34339028,0.33486486000001037
random1387391,-610.46595297,-610.89179662,-0.4258436500000471
random675889,-116.8766472,-117.28407741,-0.4074302100000011
random1038882,-207.13989882,-206.3502479,0.7896509200000139
random783670,-583.96200694,-583.87048274,0.09152419999998074
random1038936,-167.76095314,-167.48136919,0.2795839499999886
random1228985,-408.9543718,-409.84009336,-0.8857215600000359
random595220,-437.24408088,-438.17833388,-0.9342530000000124
random651802,-66.84964407,-66.50658505,0.3430590199999983
random1884318,-1027.32480358,-1028.40994437,-1.0851407899999685
random1961657,-304.66329467,-304.0535828,0.6097118700000124
random1392611,-133.34517722,-132.45205814,0.8931190800000195
random225209,-115.8398367,-115.78193662,0.057900080000010234
random1688958,-157.37217792,-157.64688887,-0.27471094999998513
random1703824,-221.87110815,-222.25758091,-0.38647276000000375
random490542,-599.64908572,-600.37881637,-0.729730649999965
random2447908,-97.63168284,-96.84291191,0.7887709299999983
random215724,-145.14418442000002,-144.76717509,0.37700933000002124
random2131459,-490.54619183,-491.30831519,-0.7621233599999755
random610937,-530.41536161,-532.21914768,-1.803786070000001
random1462164,-153.42315394,-152.09549117,1.3276627699999892
random1185171,-143.07139856,-143.29123916,-0.21984059999999772
random876429,-337.02837075,-337.67814769,-0.6497769399999811
random384415,-228.14743891,-228.27562896,-0.1281900500000006
random1421650,-467.35228646,-467.46516101,-0.11287454999995816
random968452,-86.83989699,-87.37176153,-0.5318645400000008
random1707870,-534.2599118,-535.11293047,-0.8530186699999831
random893246,-536.53826353,-537.52075082,-0.9824872899999946
random817741,-331.59108985999995,-331.09192808,0.4991617799999517
random1972890,-697.20677016,-698.05534605,-0.8485758900000064
random1329838,-413.4932615,-413.30598537,0.1872761300000434
random1005670,-153.78039856,-153.66088077,0.11951779000000329
random1249816,-218.56533144,-218.00203612,0.5632953199999804
random1288563,-296.77427045,-297.74155211,-0.9672816599999692
random543927,-813.4970366,-814.24948997,-0.752453370000012
random1134402,-8.58306333,-8.5754122,0.007651129999999284
random2019132,-259.35440109,-259.49584579,-0.14144469999996545
random1556188,-211.18471778,-211.89114452,-0.7064267400000119
random472273,-426.71889722,-427.51552909,-0.7966318699999988
random502479,-127.92436895,-127.23590298,0.6884659699999958
random243391,-136.25999498000002,-136.05938678,0.2006082000000049
random1408921,-256.80709877,-256.55995137,0.24714739999996027
random694212,-121.60217877,-121.7768449,-0.17466613000000564
random855076,-236.79493301,-237.05189486,-0.25696185000001037
random1599528,-1188.74211924,-1190.37238422,-1.6302649799999926
random249251,-158.28862615,-159.10300933,-0.814383179999993
random326589,-380.51252174,-380.7006848,-0.1881630599999653
random1902356,-290.65547392,-291.2403653,-0.5848913799999877
random2352791,-498.69844945,-499.15414282,-0.45569337000000587
random2042976,-100.08155283,-100.97994681,-0.8983939799999945
random1237304,-95.47674472,-94.61572731,0.8610174100000023
random655518,-494.41395105,-494.15794916,0.2560018899999932
random1221699,-441.58295244,-441.81790731,-0.23495487000002413
random1663057,-108.83645964,-107.84794341,0.9885162300000019
random1281366,-268.52522901,-268.01147575,0.5137532599999872
random416,-129.78450103,-129.74820252,0.03629850999999462
random1410031,-328.04076339,-328.25988719,-0.2191237999999771
random1847600,-63.38811097,-63.12841957,0.25969140000000124
random550046,-315.63512803,-323.12817613,-7.49304810000001
random2137170,-478.65231406,-479.0739069,-0.4215928400000166
random1092124,-356.30373538,-355.90057684,0.4031585399999926
random678132,-160.47206936,-160.90517202,-0.43310266000000297
random1467378,-664.8183457,-665.21790436,-0.39955866000002516
random1797449,-369.6655967,-370.22284217,-0.557245469999998
random575137,-191.5841756,-191.30955798,0.274617620000015
random1758401,-357.18367661,-357.92737541,-0.7436988000000042
random1324437,-111.76101003,-111.84430433,-0.0832943000000057
random918954,-1035.16898333,-1035.2295333,-0.060549970000010944
random591540,-381.48038934,-381.09717051,0.3832188299999757
random2373456,-322.96768551,-323.77789037,-0.8102048599999989
random1628522,-1051.33303647,-1051.28810849,0.0449279800000113
random1949421,-588.31151437,-588.99730351,-0.6857891399999971
random1407772,-1068.22154538,-1067.57073959,0.6508057900000495
random1770852,-808.11597979,-808.44197943,-0.3259996399999636
random1457300,-423.33104051,-424.17325639,-0.8422158800000261
random2415120,-530.80345852,-531.20566769,-0.4022091699999919
random1918545,-608.0378709500001,-607.68584809,0.3520228600000337
random1953997,-324.54532695999995,-324.51580597,0.02952098999998043
random1936311,-341.41839258,-340.62617222,0.7922203599999875
random1024707,-416.03420884,-416.32795998,-0.2937511399999835
random793035,-63.42886871,-62.62510429,0.8037644200000003
random213781,-85.50432608,-83.68066735,1.8236587300000053
random2009771,-98.64222158,-97.48770114,1.1545204399999989
random1555859,-254.34023713,-254.49870433,-0.15846720000001824
random540271,-144.49171546,-145.03698031,-0.5452648499999952
random757899,-127.87811703,-127.1385888,0.7395282300000048
random2351849,-209.96141125,-210.21516671,-0.2537554600000078
random2292597,-777.04532224,-777.07383329,-0.028511050000020077
random1958702,-166.22968061,-164.59922721,1.6304533999999933
random781309,-457.35785331,-457.81385519,-0.4560018800000307
random1722129,-96.68287857,-96.68464334,-0.001764769999994087
random2140222,-54.97851701,-54.11911778,0.859399229999994
random2298838,-477.88999546,-477.94155127,-0.051555809999968005
random1497260,-469.48966232,-469.86282539,-0.37316307000003235
random1907599,-149.89628857,-149.50335056,0.3929380099999946
random1823682,-310.95035579999995,-310.68719255,0.2631632499999341
random1719693,-413.01561078,-412.37138877,0.6442220099999645
random413797,-692.90452009,-691.90419489,1.0003252000000202
random1581881,-12.276395099999998,-11.74207541,0.5343196899999985
random2098693,-333.06301812,-332.86955843,0.1934596899999974
random1832106,-20.25646553,-19.99544434,0.261021190000001
random1143732,-322.36209112,-322.28992635,0.07216477000002897
random517376,-725.1409678900001,-726.0861411,-0.9451732099998935
random107369,-383.48333175,-384.28610678,-0.8027750300000207
random1803523,-553.26747648,-552.51655807,0.7509184100000539
random2414669,-58.628726660000005,-58.14126477,0.48746189000000584
random1036533,-207.70680734,-208.20394261,-0.49713527000000113
random51241,-127.25773496,-127.2983469,-0.04061194000000512
random799806,-450.10875967,-450.62990115,-0.5211414800000398
random1742167,-148.56827582,-148.28384816,0.28442766000000574
random1631284,-183.67585375,-183.57410428,0.10174946999998724
random627095,-428.95599522,-438.47920969,-9.523214470000028
random2443224,-83.49638551,-83.62937635,-0.13299084000000505
random2403371,-455.21743371,-455.76908092,-0.5516472099999987
random1047729,-299.22072027,-299.00817184,0.21254843000002666
random1323888,-367.59877074,-371.58678017,-3.988009429999977
random1037291,-754.92864763,-755.40258015,-0.47393251999994845
random861511,-251.13942564,-251.04708788,0.09233776000002081
random1891474,-396.16898899,-396.45401805,-0.2850290599999994
random609255,-231.78000455,-230.88304154,0.8969630100000074
random169674,-116.86222728,-115.97434577,0.8878815099999997
random1686808,-691.9406274600001,-692.25648472,-0.3158572599999161
random1191676,-343.78954951,-343.38271408,0.40683542999994415
random388038,-454.82208969,-455.5566852,-0.7345955100000197
random681254,-579.6995693900001,-580.45113125,-0.7515618599999243
random1332623,-279.86124816,-279.72335571,0.13789244999998118
random1233534,-439.8141568,-439.88882619,-0.07466938999999684
random447136,-256.14099709,-256.05032311,0.09067397999996274
random1465544,-502.25334202,-502.08567996,0.16766205999999784
random2044353,-607.5634515200001,-607.70611801,-0.14266648999989684
random1882532,-623.3664288800001,-623.86011424,-0.4936853599999722
random2009834,-167.17730353,-167.04955245,0.1277510799999959
random689530,-601.7581998100001,-602.06899435,-0.31079453999996076
random574612,-515.30312364,-515.86443125,-0.5613076100000853
random955618,-115.336249,-115.47135952,-0.1351105199999978
random1961589,-645.6240132500001,-646.14398384,-0.5199705899999572
random239878,-131.80531086,-131.44123743,0.3640734299999906
random1740490,-495.88481401,-496.63061935,-0.745805340000004
random1891396,-269.35593604,-269.55176079,-0.19582474999998567
random1142899,-274.88512593,-275.45887685,-0.573750920000009
random2245106,-156.36537385,-155.07239486,1.2929789899999946
random809111,-89.44397688000001,-89.35068136,0.09329552000001229
random1060295,-437.6424787,-437.88508058,-0.24260187999999516
random2441093,-127.14941306,-126.74121917,0.40819389000000683
random1384276,-340.65115624,-340.12987334,0.5212828999999601
random290780,-431.19356054,-430.92322896,0.2703315800000041
random2351383,-345.44141728,-345.70815729,-0.26674000999997816
random2480347,-90.10322506,-89.98285816,0.1203668999999934
random768070,-471.40470708,-472.92033873,-1.5156316500000457
random744113,-342.01742621999995,-341.9675619,0.049864319999926465
random914249,-292.65276162,-292.34174118,0.31102043999999296
random2353311,-431.08617022,-431.39616022,-0.3099900000000275
random657390,-610.79915062,-611.43517608,-0.6360254600000417
random491019,-442.16110267,-442.16554532,-0.004442649999987225
random1807616,-104.71336556,-104.80046255,-0.08709699000000626
random2157227,-692.94739182,-693.10780449,-0.1604126700000279
random605366,-699.8115705900001,-699.94363108,-0.132060489999958
random568907,-659.11763952,-658.84477251,0.2728670100000272
random1102974,-264.43407128,-263.73592765,0.6981436300000041
random2006229,-418.82853127,-419.7212857,-0.892754430000025
random1816880,-470.44439132,-471.46061987,-1.016228549999994
random2422377,-563.66063134,-564.06321498,-0.4025836399999889
random672174,-1179.75451317,-1180.28543778,-0.530924609999829
random1883939,-140.81062295,-140.61211259,0.19851036000000022
random2122142,-216.81043957,-217.23533493,-0.4248953599999936
random1877450,-644.7816222800001,-644.9505506,-0.1689283199999636
random1033047,-104.45459721,-103.36287272,1.0917244900000043
random2363311,-533.1855202300001,-532.52047841,0.6650418200000558
random1702403,-202.9734744,-203.05398664,-0.08051224000001866
random1347756,-239.50487335,-240.17438865,-0.6695153000000005
random542264,-500.72627988,-500.6947463,0.03153357999997297
